tnea_code,college_name,dean_principal,address,taluk,district,pincode,phone_fax,email_id,website,anti_ragging_phone_no,placement,bank_account_no,bank_name,ifsc_code,distance_from_district_hq,nearest_railway_station,distance_from_railway_station,minority_status,autonomous_status,pdf_page,hostel_facilities_boys,hostel_facilities_girls,accommodation_ug_boys,accommodation_ug_girls,permanent_or_rental_boys,permanent_or_rental_girls,mess_type_boys,mess_type_girls,mess_bill_boys,mess_bill_girls,room_rent_boys,room_rent_girls,electricity_charges_boys,electricity_charges_girls,caution_deposit,establishment_charges,admission_fees,transport_facilities,min_transport_charges,max_transport_charges
2332,"Aishwarya College of Engineering and Technology, Errattaikaradu Paruvachi Post, Anthiyur (Via), Bhavani Taluk, Erode District 638312",DR T GOVINDASWAMY,"ERRATTAIKARADU PARUVACHI POST,BHAVANI (VIA), BHAVANI TALUK, ERODE DISTRICT 638312",BHAVANI,ERODE,638312,9384281500,acetdr@gmail.com,www.aishwaryaenggcollege.ac.in,9566341010,100.0,510331000102595,UNION BANK OF INDIA,UBIN0915653,24.0,ERODE JN,24.0,No,No,178,Boys,Girls,yes,yes,permanent,permanent,both,Both,4000.0,4000.0,10000,10000,0,0,5000,0,5000,yes,6000,18000
2763,"Akshaya College of Engineering and Technology (Autonomous), Kinathukadavu, Coimbatore District 642109",DR R RAVINDRAN,"BAGAVATHIPALAYAM ROAD, KINATHUKADAVU, COIMBATORE - 642 109",KINATHUKADAVU,COIMBATORE,642109,4259242570,info@acetcbe.edu.in,www.acetcbe.edu.in,9750911298,82.0,17090100033383,BANK OF BARODA,BARB0KINATH,21.0,COIMBATORE JUNCTION,21.0,No,Yes,289,Boys,Girls,yes,yes,permanent,permanent,both,both,45000.0,45000.0,30000,30000,0,0,0,5000,5000,yes,15000,45000
2652,"AL-Ameen Engineering College (Autonomous), Karundevan Palayam, Nanjai Uthukuli Post, Erode District 638104",Dr A M J MD ZUBAIR RAHMAN,"KARUNDEVANPALAYAM, NANJAI UTHUKKULI POST, ERODE 638104",MODAKURUCHI,ERODE,638104,9677794947,alameenengg@yahoo.com,www.alameen.ac.in,9677794947,94.0,824203936,INDIAN BANK,IDIB000E008,11.0,ERODE JUNCTION,10.0,No,Yes,238,Boys,Girls,yes,yes,permanent,permanent,both,Both,3800.0,3800.0,1200,1200,200,200,3000,1000,500,yes,7000,18000
5901,"Alagappa Chettiar Government College of Engineering and Technology (Autonomous), Karaikudi, Sivagangai District 630003",DR A SIVANANTHA RAJA,"ALAGAPPA CHETTIAR GOVERNMENT COLLEGE OF ENGINEERING AND TECHNOLOGY, (AUTONOMOUS), KARAIKUDI (TK).,SIVAGANGAI (DT)., TAMILNADU - 630 003.",KARAIKUDI,SIVAGANGAI,630003,4565224528,accetprincipal@gmail.com,https://accet.ac.in,9629377320,88.0,37095599327,SBI KARAIKUDI,SBIN0000855,52.0,KARAIKUDI JUNCTION,3.0,No,Yes,441,Boys,Girls,yes,yes,permanent,permanent,both,Both,1700.0,1700.0,200,200,250,250,7000,3500,200,no,0,0
1228,"Alpha College of Engineering, No.34, Udayavar Koil Street, Poonamallee, Thirumazhisai, Chennai - 600124",DR B SOWMYA,"34, UDAYAVAR KOIL STREET, THIRUMAZHISAI, CHENNAI - 600124",POONAMALLEE,TIRUVALLUR,600124,9884487551,engineering@alphagroup.edu,https://alphagroup.edu/engineering/,9884487551,85.0,12330200024260,FEDERAL BANK,FDRL0001233,25.0,AVADI,10.0,No,No,89,Boys,Girls,yes,yes,Rental,Rental,both,Both,5750.0,5750.0,2500,2500,0,0,0,0,0,yes,24500,54100
1303,"Anand Institute of Higher Technology (Autonomous), Old Mahabalipuram Road (OMR), Kazhipattur, Chengalpattu District 603103",DR K KARNAVEL,"KALASALINGAM NAGAR OLD MAHABALIPURAM ROAD, KAZHIPATTUR",THIRUPORUR,CHENGALPATTU,603103,7010562719,principal@aiht.ac.in,www.aiht.ac.in,7010562719,100.0,773061939,INDIAN BANK,IDIB000S146,25.0,TAMBARAM,25.0,No,Yes,100,Boys,Girls,yes,yes,permanent,permanent,both,Both,45000.0,45000.0,35000,35000,5000,5000,0,25000,2500,yes,30000,50000
2733,"Angel College of Engineering and Technology, P.K.Palayam, Ugayanur Village, Tirupur District 641 665",Dr P KANNAN,"ANGEL NAGER, DHARAPURAM ROAD,P.K.PALAYAM",TIRUPPUR SOUTH,TIRUPPUR,641665,9443888225,principal@angelcollege.edu.in,https://angelcollege.edu.in/,9994405029,65.0,1197115000023814,KARUR VYSYA BANK,,12.0,TIRUPUR,15.0,No,No,269,Boys,Girls,yes,yes,permanent,permanent,both,Both,43200.0,43200.0,12000,12000,0,0,0,0,5000,yes,5000,12000
3803,"Anjalai Ammal Mahalingam Engineering College, Kovilvenni, Thiruvarur District 614403",Dr K VELMURUGAN,"ANJALAI AMMAL MAHALINGAM ENGINEERING COLLEGE, KOVILVENNI",NEEDAMANGALAM,TIRUVARUR,614403,4374232516,principal@aamec.edu.in,www.aamec.edu.in,9944823120,80.0,572920425,INDIAN BANK,IDIB000A153,28.0,KOYILVENNI RAILWAY STATION,1.0,No,No,319,Boys,Girls,yes,yes,permanent,permanent,veg,veg,45000.0,45000.0,10000,10000,5000,5000,0,0,100,yes,9240,25410
2025,"Anna University Regional Campus - Coimbatore, Maruthamalai Main Road, Navavoor Bharathiyar University Post, Somayampalayam, Coimbatore District 641046",DR SARAVANAKUMAR M,"MARUTHAMALAI MAIN ROAD, NAVAVOOR PIRIVU, SOMAYAMPALAYAM, BHARATHIAR UNIVERSITY POST, COIMBATORE - 641 046",COIMBATORE NORTH,COIMBATORE,641046,9894165888,deancoimbatore@annauniv.edu,www.aurcc.ac.in,9865616158,71.0,30150182971,STATE BANK OF INDIA,SBIN0005740,12.0,COIMBATORE JUNCTION,12.0,No,No,173,Boys,Girls,yes,yes,permanent,permanent,both,both,30000.0,30000.0,600,600,600,600,5000,15000,500,no,0,0
5010,"Anna University Regional Campus - Madurai, Kanyakumari National Highway, Keelakuilkudi, Madurai District 625019",DR K LINGADURAI,"KANYAKUMARI NATIONAL HIGHWAY, KEELAKUILKUDI",MADURAI SOUTH,MADURAI,625019,9443746149,dean@autmdu.ac.in,www.autmdu.in,9443746149,72.0,1346101046542,CANARA BANK THIRUNAGAR BRANCH,CNRB0001346,15.0,MADURAI JUNCTION,12.0,No,No,425,Boys,Girls,Yes,Yes,Permanent,Permanent,Both,Both,15000.0,15000.0,600,600,1100,1100,5000,15000,1100,No,0,0
4020,"Anna University Regional Campus - Tirunelveli, Trivandrum Road, Palayamkottai, Tirunelveli District 627007",SHENBAGA VINAYAGA MOORTHI N,"ANNA UNIVERSITY REGIONAL CAMPUS - TIRUNELVELI, KANYAKUMARI ROAD, NEAR NEW BUS STAND, TIRUNELVELI",TIRUNELVELI,TIRUNELVELI,627007,4622554055,deantirunelveli@annauniv.edu,www.auttvl.ac.in,9443562314,50.0,826357497,INDIAN BANK,IDIB000N114,5.0,TIRUNELVELI JUNCTION,6.0,No,No,357,Boys,Girls,yes,yes,permanent,permanent,both,both,24000.0,24000.0,600,600,600,600,5000,16100,500,no,0,0
3849,"Annai College of Engineering and Technology, Anakudi Road, Kovilacheri, Kumbakonam, Thanjavur District 612503",MANIKANDAN G,KOVILACHERI,THIRUVIDAIMARUTHUR,THANJAVUR,612503,9488488241,acet3849@annaiengg.org,www.annaiengg.org,8807053849,80.0,392601010293278,UNION BANK OF INDIA,UBIN0539261,8.0,KUMBAKONAM,8.0,Yes,No,346,Boys,Girls,yes,yes,permanent,permanent,both,both,4000.0,4000.0,2000,2000,200,200,10000,1000,2000,yes,4500,12500
2602,"Annai Mathammal Sheela Engineering College, Erumapatty Post, Namakkal District 637013",DR T G ARUL,"THURAIYUR RD, ERUMAPATTY (PO), SENDAMANGALAM (TK)",SENDAMANGALAM,NAMAKKAL,637013,9443711881,principalamsec@gmail.com,www.amsheela.org.in,9944643999,82.0,30970090973,STATE BANK OF INDIA,SBIN0018751,24.0,NAMAKKAL JN,19.0,No,No,199,Boys,Girls,yes,yes,permanent,permanent,both,Both,6000.0,6000.0,2000,2000,500,500,0,5000,10000,yes,10000,35000
1137,"Annai Mira College of Engineering and Technology, Arcot Road, Arappakkam Village, Walaja Taulk, Ranipet District 632 517",DR T K GOPINATHAN,NH 46 CHENNAI BENGALURU NATIONAL HIGHWAYS ARAPAKKAM,WALAJA,RANIPET,632517,4172292925,amcet.rtet@gmail.com,www.amcet.in,9443304963,90.0,25300100001192,FEDERAL BANK,FDRL0002530,12.0,KATPADI,10.0,No,No,71,Boys,Girls,yes,yes,permanent,permanent,both,both,72000.0,72000.0,36000,36000,2000,2000,5000,0,1500,yes,16000,30000
1402,"Annai Teresa College of Engineering, Thirunavalur, Kallakkurichi District 607204",DR J KRISHNAKUMAR,"CUDDALORE-ULUNDURPET MAIN ROAD, THIRUNAVALUR",ULUNDURPET,KALLAKURICHI,607204,9842372393,info.atce@gmail.com,https://www.atcoe.com/,9842969992,80.0,30084023415,STATE BANK OF INDIA NELLIKUPPAM,SBIN0004765,57.0,ULUNDURPET,14.0,No,No,118,Boys,Girls,yes,yes,permanent,permanent,veg,veg,60000.0,60000.0,18000,18000,14400,14400,12000,6500,1000,yes,25000,25000
4999,"Annai Vailankanni College of Engineering, Pothaiyadi Salai, Pottalkulam, Azhagappapuram, Kanyakumari District 629401",DR V S DHARUN,"AVK NAGAR, POTHAIYADI SALAI, POTTALKULAM, AZHAGAPPAPURAM, KANYAKUMARI DISTRICT - 629401",AGASTEESWARAM,KANNIYAKUMARI,629401,9841011760,admission@avce.edu.in,www.avce.edu.in,9841011769,100.0,1026201000662,CANARA BANK,CNRB0001026,14.0,KANYAKUMARI,4.0,Yes,No,422,Boys,Girls,yes,yes,permanent,permanent,both,both,3500.0,3500.0,500,500,150,150,2000,0,500,yes,3150,25000
5,"Annamalai University Faculty of Engineering and Technology ,Annamalai nagar,Cuddalore",Dr C KARTHIKEYAN,"ANNAMALAI UNIVERSITY,FACULTY OF ENGINEERING AND TECHNOLOGY,ANNAMALAI NAGAR,CHIDAMBARAM,CUDDALORE DISTRICT PINCODE - 608002",CHIDAMBARAM,CUDDALORE,608002,9171474175,aufeatdean@gmail.com,www.annamalaiuniversity.ac.in,9244608444,60.0,621201159674,ICICI BANK,ICIC0006212,42.0,CHIDAMBARAM,2.0,No,No,46,Boys,Girls,yes,yes,permanent,permanent,both,both,27000.0,27000.0,8700,8700,3300,3300,5000,10500,500,no,0,0
1524,"Annamalaiar College of Engineering, Modaiyur Village, Polur Taluk, Thiruvannamalai District 606902",DR R KANNAN,"CHETPET TO POLUR ROAD, MODAIYUR VILLAGE",POLUR,TIRUVANNAMALAI,606902,9962513652,annamalaiarcoe@gmail.com,www.annamalaiarengg.com,9962513652,85.0,451001010032062,UNION BANK OF INDIA MODAIYUR,UBIN0545104,42.0,POLUR,12.0,No,No,166,Boys,Girls,yes,yes,permanent,permanent,both,both,40000.0,40000.0,5000,5000,1000,1000,5000,5000,1000,yes,6000,25000
2648,"Annapoorana Engineering College (Autonomous), Sankari Main Road, NH-47, Periaseeragapadi, Salem District 636308",DR A ANBUCHEZIAN,NH 47 SANKARI MAIN ROAD PERIYASEERAGAPADI SALEM -636308,SALEM,SALEM,636308,9442000648,principalaecsalem@gmail.com,www.aecsalem.edu.in,9786911333,94.0,937000461,INDIAN BANK,IDIB000V036,15.0,SALEM JUNCTION,15.0,No,Yes,235,Boys,Girls,Yes,Yes,Permanent,Permanent,Both,Both,,,15000,15000,0,0,1000,5000,2500,Yes,6000,27000
1230,"Apollo Engineering College, Mevaloorkuppam, Valarpuram Post, Sriperumpudur, Kancheepuram District 602105",DR R MANOHARAN B E M TECH PH D,"MEVALOORKUPPAM, VALARPURAM POST,",SRIPERUMBUDUR,KANCHIPURAM,602105,9444035060,aec1230@gmail.com,www.apolloengg.in,9444035060,85.0,925020007524163,AXIS BANK,UTIB0004534,30.0,GUINDY,25.0,No,No,91,Boys,Girls,Yes,Yes,Permanent,Permanent,Both,Both,,,4350,4350,150,150,0,0,200,Yes,25000,30000
3804,"Arasu Engineering College, Chennai Main Road, Kumbakonam, Thanjavur District 612501",DR T BALAMURUGAN,"ARASU ENGINEERING COLLEGE, CHENNAI MAIN ROAD, KUMBAKONAM",KUMBAKONAM,THANJAVUR,612501,7667443333,arasuengg@gmail.com,www.aec.org.in,7667673333,80.0,121602000011111,INDIAN OVERSEAS BANK,IOBA0001216,40.0,KUMBAKONAM,10.0,No,No,320,Boys,Girls,yes,yes,permanent,permanent,both,Both,54000.0,54000.0,18000,18000,3000,3000,0,0,0,yes,10000,30000
3461,"Arifa Institute of Technology(Formly Haji sheik Ismail Engineering College), Esanoor, Keelaiyur Post, Thirukkuvalai Taluk, Nagapattinam District 611103",DR G GIFTSON SAMUEL,"ARIFA KNOWLEDGE VILLAGE,ESANOOR, KEELAIYUR (POST),",THIRUKKUVALAI,NAGAPATTINAM,611103,7010040968,principal@aitech.org.in,www.aitech.org.in,9994445396,100.0,1273101066653,CANARA BANK,CNRB0001273,25.0,VELANKANNI,12.0,No,No,307,Boys,Girls,yes,yes,permanent,permanent,both,both,5400.0,5400.0,7500,7000,0,0,0,0,0,yes,6000,17000
2367,"Arjun College of Technology (Autonomous), Chettiyakkapalayam, Kinathukadavu, Coimbatore District 642120",DR JANAKIMANOHAR N,"310/1B, ARJUN COLLEGE OF TECHNOLOGY,CHETTIYAKKAPALAYAM,KIN DISTRICT - 642 120.",KINATHUKADAVU,COIMBATORE,642120,4259200201,principal@actechnology.in,www.actechnology.in,9941143542,76.0,510909010229433,CITY UNION BANK LTD,,15.0,KINATHUKADAVU JN,5.0,No,Yes,193,Boys,Girls,yes,yes,permanent,permanent,both,both,4500.0,4500.0,1500,1500,300,300,5000,1000,1000,yes,18000,45000
1503,"Arulmigu Meenakshi Amman College of Engineering, Vadamavandal,Thiruvannamalai District 604410",Dr R Ganesan,VADAMAVANDAL VILLAGE NAMANDI POST VEMBAKKAM TALUK THIRUVANNAMALAI DISTRICT,VEMBAKKAM TALUK,TIRUVANNAMALAI,604410,8939804010,amacengg@yahoo.com,www.amace.edu.in,9865763322,70.0,556033964,INDIAN BANK,IDIB000V038,90.0,KANCHIPURAM,15.0,Yes,No,152,Boys,Girls,yes,yes,permanent,permanent,both,Both,36000.0,36000.0,20000,20000,4000,4000,0,5000,55000,yes,1000,2000
2356,"Arulmurugan College of Engineering, Karvazhi Road, Thennilai Post, Karur District 639206",Dr P SHANMUGAM M E Ph D,"THENNILAI , KARUR",PUGALUR,KARUR,639206,9750976789,engg@arulmurugan.edu.in,www.arulmurugan.edu.in,9965096789,92.0,327053000011959,SOUTH INDIAN BANK,SIBL0000327,28.0,KARUR,28.0,No,No,189,Boys,Girls,yes,yes,permanent,permanent,both,both,36000.0,36000.0,12000,12000,2000,2000,5000,5000,1000,yes,9500,14500
4944,"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District 629203",DR JOSEPH JAWHAR,"THANKA GARDENS, MANAVILAI, VELLICHANTHAI, NAGERCOIL",KALKULAM,KANNIYAKUMARI,629203,9443418553,acewomenscollege@gmail.com,www.arunachalacollege.com,9443418553,89.0,16400100004104,FEDERAL BANK LTD ERANIEL BRANCH,FDRL0001640,10.0,ERANIEL STATION,5.0,No,No,384,Boys,Girls,no,yes,,permanent,0,Both,0.0,37000.0,0,30000,0,3000,5000,30000,10000,yes,12000,48000
4677,"Arunachala Hitech Engineering College (formerly Lourdes Mount College of Engineering and Technology), Marthandam-Karungal Road, Chundavilai Mullanganavilai, Nattalam Post, Nattalam, Kanyakumari -629195.",PARTHASARATHI,"LYSAL GARDEN, MARTHANDAM- KARUNGAL MAIN ROAD, MULLANGANAVILAI, KANYAKUMARI DT",VILAVANCODE,KANNIYAKUMARI,629165,9952952368,arunachalahitechcollege@gmail.com,https://arunachalahitechcollege.com/,9952952368,100.0,074402000002013,INDIAN OVERSEAS BANK,IOBA0000744,28.0,KULITTHURAI,4.0,No,No,365,Boys,Girls,yes,yes,permanent,permanent,both,Both,50000.0,50000.0,12000,12000,8000,8000,5000,20000,10000,yes,8600,38000
1504,"Arunai Engineering College (Autonomous), Mathur, Thiruvannamalai District 606603",DR ELANCHEZIAN C,"VELU NAGAR, MATHUR, TIRUVANNAMALAI",TIRUVANNAMALAI,TIRUVANNAMALAI,606603,9841715119,aectvm1993@gmail.com,www.arunai.org,9841715119,90.0,6006516775,INDIAN BANK,IDIB000A127,4.0,TIRUVANNAMALAI,4.0,No,Yes,153,Boys,Girls,yes,yes,permanent,permanent,both,both,40000.0,40000.0,40000,40000,0,0,0,0,0,yes,24000,32000
1423,"Asan Memorial College of Engineering and Technology,Chengalpattu-603 001.",DR S PALANI,"""ASAN NAGAR"", 9TH KM, CHENGALPATTU-MAHABALIPURAM HIGHWAY, THANDARAI VILLAGE, CHENGALPATTU",THIRUPORUR,CHENGALPATTU,603105,9384614164,amcet2002@gmail.com,amcet.co.in,9790130194,95.0,0357053000015191,SOUTH INDIAN BANK,SIBL0000357,9.0,CHENGALPATTU,9.0,Yes,No,132,Boys,Girls,yes,yes,permanent,permanent,both,both,66000.0,66000.0,2400,2400,4800,4800,4500,2000,300,yes,15000,35000
2338,"Asian College of Engineering and Technology (Autonomous), Asian College Road, Kondayampalayam, Near Saravanampatti, Coimbatore District 641110",DR P ESWARAMOORTHI,"294/2, ASIAN COLLEGE ROAD, NEAR SARAVANAMPATTY, KONDAYAMPALAYAM, COIMBATORE",ANNUR,COIMBATORE,641110,7708069402,asiantccbe@gmail.com,www.acetcbe.in,7708069402,69.0,50100829013043,HDFC BANK,HDFC0008936,15.0,THUDIYALUR RAILWAY STATION,13.0,No,yes,179,Boys,Girls,yes,yes,permanent,permanent,both,both,43200.0,43200.0,18000,18000,2400,2400,2500,0,5000,yes,10000,30000
2347,"AVS College of Technology, Attur Main Road, Near AVS College of Arts & Science, Chinnagoundapuram, Salem District 636106",DR A SRINIVASAN,"ATTUR MAIN ROAD, CHINNAGOUNDAPURAM",VAZHAPADY,SALEM,636106,9894852123,principal@avstech.ac.in,www.avstech.ac.in,9751772777,98.0,095302000000686,PRINCIPAL AVS COLLEGE OF TECHNOLOGY,,15.0,AYOTHIYAPATTANAM,4.0,No,No,185,Boys,Girls,yes,yes,permanent,permanent,both,Both,3850.0,3750.0,1750,1750,500,500,5000,0,100,yes,3000,10000
3555,"AYYAPPA ENGINEERING COLLEGE AIVADHUGUDI, ERANJI POST, VIRUDHACHALAM TALUK, CUDDALORE DISTRICT, CUDDALORE, CUDDALORE,TAMILNADU, 606305",DR R GURUMANI,"AIVADHUGUDI ( POST), VEPPUR (TK), CUDDALORE (DIST) - 606305",VEPPUR,Cuddalore,606305,9843808020,ayyappaengg2025@gmail.com,ayyappaenggcollege.in,9787686604,,8352214935,INDIAN BANK,IDIB000K101,86.0,VRIDDHACHALAM JUNCTION,32.0,No,No,312,Boys,Girls,yes,no,permanent,,both,0,36000.0,0.0,12000,0,0,0,0,0,5000,yes,9000,16000
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",DR C PALANISAMY,SATHY-BHAVANI (STATE HIGHWAY) ALATHUKOMBAI POST,SATHYAMANGALAM,ERODE,638401,9942921289,stayahead@bitsathy.ac.in,bitsathy.ac.in,9842217170,95.0,368010100029944,AXIS BANK LTD SATHYAMANGALAM,UTIB0000368,65.0,ERODE,65.0,No,Yes,245,Boys,Girls,yes,yes,permanent,permanent,veg,veg,50000.0,50000.0,40000,40000,10000,10000,5000,8000,0,yes,15500,59800
